drug_name,medical_condition,drug_classes,activity,pregnancy_category,rating,no_of_reviews,side_effect_categories
236,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
271,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
296,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
352,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
372,Pain,274,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
595,Pain,190,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
679,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
685,Pain,190,3.0,2,6.7,3.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
686,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
689,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
839,Pain,194,3.0,2,9.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1048,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1094,Pain,194,3.0,2,8.3,40.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1273,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
1381,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1382,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1541,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
1606,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
1610,Pain,194,3.0,2,8.0,29.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
1745,Pain,274,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
1754,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1865,Pain,190,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
1867,Pain,190,3.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
1965,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1984,Pain,194,3.0,2,7.1,73.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
1996,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2118,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
2220,Pain,194,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder']"
2395,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
2508,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
2532,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
2669,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
2690,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
2697,Pain,181,3.0,2,7.5,30.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2795,Pain,157,3.0,2,10.0,2.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
90,Pain,194,2.0,2,9.6,6.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'weight_appetite']"
282,Pain,190,2.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
906,Pain,194,2.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite', 'blood_pressure']"
1229,Pain,194,2.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite', 'blood_pressure']"
1506,Pain,194,2.0,2,4.1,95.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2043,Pain,194,2.0,4,6.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2054,Pain,194,2.0,4,8.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite', 'blood_pressure']"
2055,Pain,194,2.0,4,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2324,Pain,194,2.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite', 'blood_pressure']"
2831,Pain,194,2.0,4,2.7,19.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder']"
2869,Pain,190,2.0,3,7.5,20.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'weight_appetite', 'blood_pressure']"
198,Pain,251,1.0,1,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'blood_pressure']"
279,Pain,251,1.0,1,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'vision']"
280,Pain,251,1.0,1,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'blood_pressure']"
348,Pain,251,1.0,1,0.0,0.0,['other']
349,Pain,194,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'mental_health', 'vision', 'sexual_health', 'blood_pressure']"
416,Pain,251,1.0,1,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'vision']"
438,Pain,194,1.0,2,4.4,19.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
503,Pain,259,1.0,4,9.0,1.0,"['allergic', 'muscle_pain']"
560,Pain,194,1.0,2,8.4,51.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic']"
561,Pain,194,1.0,2,6.7,75.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
727,Pain,251,1.0,1,0.0,0.0,['other']
936,Pain,251,1.0,1,0.0,0.0,['other']
935,Pain,251,1.0,1,0.0,0.0,['other']
1027,Pain,254,1.0,1,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
1092,Pain,34,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'cardiovascular', 'systemic']"
1095,Pain,194,1.0,2,1.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'mental_health', 'vision', 'sexual_health', 'blood_pressure']"
1096,Pain,194,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
1142,Pain,251,1.0,1,0.0,0.0,['other']
1286,Pain,194,1.0,2,9.0,5.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1544,Pain,194,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
1593,Pain,254,1.0,1,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
1673,Pain,194,1.0,2,7.5,21.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
1679,Pain,251,1.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'vision']"
1682,Pain,251,1.0,1,0.0,0.0,['other']
1684,Pain,251,1.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'vision']"
1685,Pain,251,1.0,1,0.0,0.0,['other']
1686,Pain,251,1.0,1,0.0,0.0,['other']
1703,Pain,251,1.0,1,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'blood_pressure']"
1704,Pain,251,1.0,1,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'blood_pressure']"
1741,Pain,251,1.0,1,0.0,0.0,['other']
1768,Pain,251,1.0,1,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'vision']"
1776,Pain,190,1.0,2,3.3,4.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1798,Pain,194,1.0,2,9.0,4.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'sexual_health', 'weight_appetite', 'blood_pressure']"
1799,Pain,194,1.0,2,8.8,12.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'sexual_health', 'weight_appetite', 'blood_pressure']"
1848,Pain,194,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
1870,Pain,251,1.0,1,0.0,0.0,['other']
1899,Pain,194,1.0,1,7.3,32.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2236,Pain,251,1.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'vision']"
2251,Pain,251,1.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'vision']"
2254,Pain,251,1.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'vision']"
2437,Pain,190,1.0,2,7.3,53.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure']"
2589,Pain,251,1.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'dermatological', 'systemic']"
2611,Pain,251,1.0,1,0.0,0.0,['other']
2834,Pain,251,1.0,1,0.0,0.0,['other']
2867,Pain,251,1.0,1,0.0,0.0,['other']
32,Pain,181,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
34,Pain,181,0.0,2,7.1,24.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
56,Pain,19,0.0,6,0.0,0.0,"['allergic', 'renal', 'muscle_pain', 'weight_appetite', 'blood_pressure']"
59,Pain,19,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
92,Pain,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain']"
157,Pain,274,0.0,2,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'weight_appetite']"
165,Pain,19,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'blood_pressure']"
269,Pain,19,0.0,4,10.0,4.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'blood_pressure']"
277,Pain,251,0.0,2,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'dermatological']"
289,Pain,181,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
311,Pain,259,0.0,4,0.0,0.0,"['allergic', 'cardiovascular']"
331,Pain,259,0.0,4,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
332,Pain,259,0.0,4,3.3,4.0,"['allergic', 'muscle_pain']"
338,Pain,274,0.0,4,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
337,Pain,19,0.0,4,5.8,86.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'blood_pressure']"
339,Pain,228,0.0,2,9.5,3.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
341,Pain,274,0.0,1,4.3,4.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
414,Pain,19,0.0,4,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
430,Pain,19,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'blood_pressure']"
431,Pain,19,0.0,4,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
433,Pain,19,0.0,4,5.0,6.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'blood_pressure']"
434,Pain,19,0.0,4,7.5,3.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
450,Pain,259,0.0,4,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
451,Pain,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain']"
452,Pain,259,0.0,4,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
453,Pain,259,0.0,4,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
471,Pain,251,0.0,2,0.0,0.0,['other']
472,Pain,251,0.0,2,8.0,2.0,"['allergic', 'neurological', 'cardiovascular', 'dermatological']"
501,Pain,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic']"
516,Pain,259,0.0,4,6.3,3.0,"['allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic']"
515,Pain,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain']"
553,Pain,149,0.0,2,5.8,64.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision']"
611,Pain,175,0.0,1,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
613,Pain,258,0.0,6,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'weight_appetite', 'blood_pressure']"
614,Pain,251,0.0,4,10.0,2.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular']"
615,Pain,259,0.0,4,4.5,3.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
617,Pain,258,0.0,6,0.0,0.0,['other']
669,Pain,181,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
674,Pain,251,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder']"
683,Pain,251,0.0,2,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'dermatological', 'systemic']"
840,Pain,259,0.0,4,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
841,Pain,19,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'blood_pressure']"
921,Pain,259,0.0,4,8.0,1.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
923,Pain,251,0.0,2,0.0,0.0,['other']
933,Pain,258,0.0,6,0.0,0.0,['other']
934,Pain,258,0.0,6,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'weight_appetite', 'blood_pressure']"
943,Pain,251,0.0,2,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'dermatological']"
996,Pain,258,0.0,6,0.0,0.0,['other']
997,Pain,258,0.0,6,0.0,0.0,['other']
999,Pain,258,0.0,6,0.0,0.0,['other']
1001,Pain,258,0.0,6,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'weight_appetite', 'blood_pressure']"
1039,Pain,221,0.0,2,6.0,2.0,"['allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'hearing', 'blood_pressure']"
1040,Pain,221,0.0,2,9.7,8.0,"['allergic', 'neurological', 'muscle_pain', 'hearing', 'blood_pressure']"
1075,Pain,194,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
1098,Pain,19,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
1102,Pain,181,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1107,Pain,274,0.0,2,0.0,0.0,['other']
1129,Pain,19,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
1170,Pain,181,0.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
1258,Pain,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic']"
1259,Pain,149,0.0,2,5.6,57.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision']"
1312,Pain,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain']"
